Bracket Type=4
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 Study,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_K14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:K14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_H1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:H1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_O22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:O22,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_C17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:C17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_A14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:A14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_O1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:O1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_A5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:A5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_N18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:N18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_K22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:K22,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D22,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_H6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:H6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_C14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:C14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_P14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:P14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_H2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:H2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_M22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:M22,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_N2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:N2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_E17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:E17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_N9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:N9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_K5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:K5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_K6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:K6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_P10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:P10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_C1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:C1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_C18_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:C18,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_P5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:P5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_A13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:A13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_J2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:J2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_I21_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:I21,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_F9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:F9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B1_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B1,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_H14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:H14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_C2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:C2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_I10_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:I10,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_M13_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:M13,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L6_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L6,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_H5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:H5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_M17_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:M17,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_G2_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:G2,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_N5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:N5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B14_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B14,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_O5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:O5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_L22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:L22,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_C9_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:C9,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_D5_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:D5,3.5,,0,0,0,1,,,,,,,
Unknown,20260101_OA_Sa_method01_DIA25min_3point5uL_example_B22_batch1_example,1,D:\AstralData\folder_to_save_ms_raw_data,C:\Xcalibur\LCMS_method01,,,Y:B22,3.5,,0,0,0,1,,,,,,,
